SAL_FROM,SAL_END,SAL_AMOUNT,EMP_ID
9/20/1999,9/19/2000,27690,84001
9/21/1998,9/20/1999,26880,84001
10/21/2013,  ,90620,83683
10/20/2012,10/20/2013,87980,83683
10/20/2011,10/19/2012,79980,83683
10/21/2010,10/20/2011,77650,83683
10/22/2009,10/20/2010,75390,83683
10/21/2008,10/21/2009,71800,83683
10/21/2007,10/20/2008,69710,83683
10/22/2006,10/21/2007,67680,83683
10/23/2005,10/21/2006,64460,83683
10/22/2004,10/22/2005,61390,83683
10/22/2003,10/21/2004,59600,83683
10/23/2002,10/22/2003,57860,83683
10/24/2001,10/22/2002,56170,83683
10/23/2000,10/23/2001,53500,83683
10/23/1999,10/22/2000,50950,83683
10/24/1998,10/23/1999,49470,83683
10/25/1997,10/23/1998,47110,83683
10/24/1996,10/24/1997,45740,83683
10/24/1995,10/23/1996,43560,83683
10/25/1994,10/24/1995,39600,83683
10/26/1993,10/24/1994,38450,83683
10/25/1992,10/25/1993,37330,83683
10/25/1991,10/24/1992,36240,83683
10/26/1990,10/25/1991,35180,83683
10/27/1989,10/25/1990,33500,83683
10/26/1988,10/26/1989,32520,83683
7/14/2013,  ,53550,83683
7/13/2012,7/13/2013,51000,83683
7/13/2011,7/12/2012,48570,83683
7/14/2010,7/13/2011,47160,83683
7/15/2009,7/13/2010,45790,83683
7/14/2008,7/14/2009,42400,83683
7/14/2007,7/13/2008,40380,83683
7/15/2006,7/14/2007,38460,83683
7/16/2005,7/14/2006,37340,83683
7/15/2004,7/15/2005,33950,83683
7/15/2003,7/14/2004,30860,83683
7/16/2002,7/15/2003,29960,83683
7/17/2001,7/15/2002,29090,83683
7/16/2000,7/16/2001,26940,83683
7/16/1999,7/15/2000,26160,83683
7/17/1998,7/16/1999,24910,83683
7/18/1997,7/16/1998,23720,83683
7/17/1996,7/17/1997,23030,83683
7/17/1995,7/16/1996,21320,83683
7/18/1994,7/17/1995,19740,83683
7/19/1993,7/17/1994,19170,83683
7/18/1992,7/18/1993,18610,83683
7/18/1991,7/17/1992,17720,83683
7/19/1990,7/18/1991,17200,83683
7/20/1989,7/18/1990,16700,83683
7/19/1988,7/19/1989,15900,83683
7/19/1987,7/18/1988,14720,83683
7/20/1986,7/19/1987,14290,83683
7/21/1985,7/19/1986,13870,83683
7/20/1984,7/20/1985,13210,83683
8/12/2013,  ,45500,84001
8/11/2012,8/11/2013,43330,84001
8/11/2011,8/10/2012,42070,84001
8/12/2010,8/11/2011,40840,84001
8/13/2009,8/11/2010,38900,84001
8/12/2008,8/12/2009,37050,84001
8/12/2007,8/11/2008,35970,84001
8/13/2006,8/12/2007,34920,84001
8/14/2005,8/12/2006,33900,84001
8/13/2004,8/13/2005,32910,84001
8/13/2003,8/12/2004,31340,84001
8/14/2002,8/13/2003,30430,84001
8/15/2001,8/13/2002,29540,84001
8/14/2000,8/14/2001,28130,84001
8/14/1999,8/13/2000,27310,84001
8/15/1998,8/14/1999,26510,84001
8/16/1997,8/14/1998,25740,84001
8/15/1996,8/15/1997,23830,84001
8/15/1995,8/14/1996,21660,84001
8/16/1994,8/15/1995,20630,84001
8/17/1993,8/15/1994,20030,84001
8/16/1992,8/16/1993,19080,84001
8/16/1991,8/15/1992,18170,84001
8/17/1990,8/16/1991,17640,84001
8/18/1989,8/16/1990,17130,84001
8/17/1988,8/17/1989,16630,84001
8/17/1987,8/16/1988,16150,84001
12/3/2013,  ,34250,83759
12/2/2012,12/2/2013,31710,83759
12/2/2011,12/1/2012,30790,83759
12/3/2010,12/2/2011,29890,83759
12/4/2009,12/2/2010,28470,83759
12/3/2008,12/3/2009,27110,83759
12/3/2007,12/2/2008,26320,83759
12/4/2006,12/3/2007,23930,83759
12/5/2005,12/3/2006,22790,83759
12/4/2004,12/4/2005,22130,83759
12/4/2003,12/3/2004,21080,83759
12/5/2002,12/4/2003,19160,83759
12/6/2001,12/4/2002,18600,83759
12/5/2000,12/5/2001,16910,83759
12/5/1999,12/4/2000,16100,83759
12/6/1998,12/5/1999,15330,83759
12/7/1997,12/5/1998,14600,83759
12/6/1996,12/6/1997,13520,83759
12/6/1995,12/5/1996,13130,83759
12/7/1994,12/6/1995,12160,83759
12/8/1993,12/6/1994,11810,83759
12/7/1992,12/7/1993,10940,83759
12/7/1991,12/6/1992,10130,83759
12/8/1990,12/7/1991,9830,83759
12/9/1989,12/7/1990,8940,83759
12/8/1988,12/8/1989,8680,83759
12/8/1987,12/7/1988,8430,83759
12/9/1986,12/8/1987,8180,83759
12/10/1985,12/8/1986,7790,83759
12/9/1984,12/9/1985,7560,83759
12/9/1983,12/8/1984,7340,83759
12/10/1982,12/9/1983,7130,83759
11/26/2013,  ,34000,84052
11/25/2012,11/25/2013,31480,84052
11/25/2011,11/24/2012,30560,84052
11/26/2010,11/25/2011,29670,84052
11/27/2009,11/25/2010,28260,84052
11/26/2008,11/26/2009,27440,84052
11/26/2007,11/25/2008,26640,84052
11/27/2006,11/26/2007,24670,84052
11/28/2005,11/26/2006,23500,84052
11/27/2004,11/27/2005,22380,84052
11/27/2003,11/26/2004,21310,84052
11/28/2002,11/27/2003,20690,84052
11/29/2001,11/27/2002,20090,84052
11/28/2000,11/28/2001,18260,84052
11/28/1999,11/27/2000,17730,84052
11/29/1998,11/28/1999,17210,84052
11/30/1997,11/28/1998,16710,84052
11/29/1996,11/29/1997,16220,84052
11/29/1995,11/28/1996,14750,84052
11/30/1994,11/29/1995,14320,84052
12/1/1993,11/29/1994,13640,84052
11/30/1992,11/30/1993,12990,84052
11/30/1991,11/29/1992,12370,84052
12/1/1990,11/30/1991,11780,84052
12/2/1989,11/30/1990,11220,84052
12/1/1988,12/1/1989,10890,84052
12/1/1987,11/30/1988,10370,84052
12/2/1986,12/1/1987,10070,84052
12/2/2013,  ,37750,84001
12/1/2012,12/1/2013,35950,84001
12/1/2011,11/30/2012,34240,84001
12/2/2010,12/1/2011,33240,84001
12/3/2009,12/1/2010,31660,84001
12/2/2008,12/2/2009,30740,84001
12/2/2007,12/1/2008,29280,84001
12/3/2006,12/2/2007,27110,84001
12/4/2005,12/2/2006,25100,84001
12/3/2004,12/3/2005,23900,84001
12/3/2003,12/2/2004,23200,84001
12/4/2002,12/3/2003,22100,84001
12/5/2001,12/3/2002,21460,84001
12/4/2000,12/4/2001,20440,84001
12/4/1999,12/3/2000,19470,84001
12/5/1998,12/4/1999,18540,84001
12/6/1997,12/4/1998,17170,84001
12/5/1996,12/5/1997,15900,84001
12/5/1995,12/4/1996,15140,84001
12/6/1994,12/5/1995,14420,84001
12/7/1993,12/5/1994,14000,84001
12/6/1992,12/6/1993,13590,84001
12/6/1991,12/5/1992,13190,84001
12/7/1990,12/6/1991,12560,84001
12/8/1989,12/6/1990,12190,84001
12/7/1988,12/7/1989,11080,84001
12/7/1987,12/6/1988,10760,84001
12/8/1986,12/7/1987,10450,84001
12/9/1985,12/7/1986,9950,84001
12/8/1984,12/8/1985,9660,84001
12/8/1983,12/7/1984,9380,84001
12/9/1982,12/8/1983,8690,84001
12/10/1981,12/8/1982,8050,84001
12/9/1980,12/9/1981,7670,84001
11/28/2013,  ,49250,84001
11/27/2012,11/27/2013,47820,84001
11/27/2011,11/26/2012,46430,84001
11/28/2010,11/27/2011,44220,84001
11/29/2009,11/27/2010,42110,84001
11/28/2008,11/28/2009,40100,84001
11/28/2007,11/27/2008,38930,84001
11/29/2006,11/28/2007,37800,84001
11/30/2005,11/28/2006,36700,84001
11/29/2004,11/29/2005,35630,84001
11/29/2003,11/28/2004,32990,84001
11/30/2002,11/29/2003,29990,84001
12/1/2001,11/29/2002,29120,84001
11/30/2000,11/30/2001,28270,84001
11/30/1999,11/29/2000,26920,84001
12/1/1998,11/30/1999,25640,84001
12/2/1997,11/30/1998,24420,84001
12/1/1996,12/1/1997,23260,84001
12/1/1995,11/30/1996,22150,84001
12/2/1994,12/1/1995,21100,84001
12/3/1993,12/1/1994,20490,84001
12/2/1992,12/2/1993,19890,84001
12/2/1991,12/1/1992,18940,84001
12/3/1990,12/2/1991,18390,84001
12/4/1989,12/2/1990,17850,84001
12/3/1988,12/3/1989,17330,84001
12/3/1987,12/2/1988,16830,84001
12/4/1986,12/3/1987,16340,84001
12/5/1985,12/3/1986,15560,84001
12/4/1984,12/4/1985,14150,84001
12/4/1983,12/3/1984,13740,84001
12/5/1982,12/4/1983,13090,84001
12/6/1981,12/4/1982,12710,84001
12/5/1980,12/5/1981,12100,84001
12/5/1979,12/4/1980,11750,84001
12/6/1978,12/5/1979,10880,84001
4/3/2013,  ,44250,84042
4/2/2012,4/2/2013,42140,84042
4/2/2011,4/1/2012,40130,84042
4/3/2010,4/2/2011,38220,84042
4/4/2009,4/2/2010,37110,84042
4/3/2008,4/3/2009,34360,84042
4/3/2007,4/2/2008,32720,84042
4/4/2006,4/3/2007,31770,84042
4/5/2005,4/3/2006,30840,84042
4/4/2004,4/4/2005,29370,84042
4/4/2003,4/3/2004,28510,84042
4/5/2002,4/4/2003,25920,84042
4/6/2001,4/4/2002,24690,84042
4/5/2000,4/5/2001,23970,84042
4/5/1999,4/4/2000,23270,84042
4/6/1998,4/5/1999,22160,84042
4/7/1997,4/5/1998,21100,84042
4/6/1996,4/6/1997,19540,84042
4/6/1995,4/5/1996,18970,84042
4/7/1994,4/6/1995,18070,84042
4/8/1993,4/6/1994,17540,84042
4/7/1992,4/7/1993,16700,84042
4/7/1991,4/6/1992,16210,84042
10/12/2013,  ,65000,83509
10/11/2012,10/11/2013,63110,83509
10/11/2011,10/10/2012,58440,83509
10/12/2010,10/11/2011,55660,83509
10/13/2009,10/11/2010,54040,83509
10/12/2008,10/12/2009,52470,83509
10/12/2007,10/11/2008,50940,83509
10/13/2006,10/12/2007,48510,83509
10/14/2005,10/12/2006,47100,83509
10/13/2004,10/13/2005,45730,83509
10/13/2003,10/12/2004,44400,83509
10/14/2002,10/13/2003,42290,83509
3/13/2013,  ,54000,84583
3/12/2012,3/12/2013,52430,84583
3/12/2011,3/11/2012,49930,84583
3/13/2010,3/12/2011,47550,84583
3/14/2009,3/12/2010,46170,84583
3/13/2008,3/13/2009,44830,84583
3/13/2007,3/12/2008,42700,84583
3/14/2006,3/13/2007,41460,84583
3/15/2005,3/13/2006,38390,84583
3/14/2004,3/14/2005,37270,84583
3/14/2003,3/13/2004,36180,84583
8/9/2013,  ,25250,83759
8/8/2012,8/8/2013,24050,83759
8/8/2011,8/7/2012,23350,83759
8/9/2010,8/8/2011,22670,83759
11/14/2013,  ,37500,83759
11/13/2012,11/13/2013,34720,83759
11/13/2011,11/12/2012,33710,83759
11/14/2010,11/13/2011,32730,83759
11/15/2009,11/13/2010,31170,83759
11/14/2008,11/14/2009,28860,83759
11/14/2007,11/13/2008,26240,83759
10/20/2013,  ,27000,84052
10/19/2012,10/19/2013,26210,84052
10/19/2011,10/18/2012,25450,84052
10/20/2010,10/19/2011,24240,84052
10/21/2009,10/19/2010,23530,84052
10/20/2008,10/20/2009,21390,84052
10/20/2007,10/19/2008,19810,84052
10/21/2006,10/20/2007,18870,84052
10/22/2005,10/20/2006,17970,84052
10/21/2004,10/21/2005,17110,84052
10/21/2003,10/20/2004,16300,84052
10/22/2002,10/21/2003,15520,84052
10/23/2001,10/21/2002,14780,84052
10/22/2000,10/22/2001,14080,84052
10/22/1999,10/21/2000,13670,84052
10/23/1998,10/22/1999,13270,84052
10/24/1997,10/22/1998,12880,84052
10/23/1996,10/23/1997,12500,84052
10/23/1995,10/22/1996,12140,84052
10/24/1994,10/23/1995,11560,84052
10/25/1993,10/23/1994,11220,84052
10/24/1992,10/24/1993,10690,84052
10/24/1991,10/23/1992,10180,84052
10/25/1990,10/24/1991,9700,84052
1/27/2014,  ,94090,83746
1/26/2013,1/26/2014,91350,83746
1/26/2012,1/25/2013,84580,83746
1/27/2011,1/26/2012,78310,83746
1/28/2010,1/26/2011,74580,83746
1/27/2009,1/27/2010,71030,83746
1/27/2008,1/26/2009,68960,83746
1/28/2007,1/27/2008,65680,83746
1/29/2006,1/27/2007,63770,83746
1/28/2005,1/28/2006,61910,83746
1/28/2004,1/27/2005,58960,83746
1/29/2003,1/28/2004,54590,83746
1/30/2002,1/28/2003,51990,83746
1/29/2001,1/29/2002,48140,83746
1/29/2000,1/28/2001,46740,83746
1/30/1999,1/29/2000,42490,83746
1/31/1998,1/29/1999,41250,83746
1/30/1997,1/30/1998,39290,83746
1/30/1996,1/29/1997,38150,83746
1/31/1995,1/30/1996,37040,83746
7/20/2013,  ,31250,84042
7/19/2012,7/19/2013,30340,84042
7/19/2011,7/18/2012,29460,84042
7/20/2010,7/19/2011,28600,84042
7/21/2009,7/19/2010,26480,84042
7/20/2008,7/20/2009,25710,84042
7/20/2007,7/19/2008,24960,84042
7/21/2006,7/20/2007,24230,84042
7/22/2005,7/20/2006,23520,84042
7/21/2004,7/21/2005,22830,84042
7/21/2003,7/20/2004,22170,84042
7/22/2002,7/21/2003,21520,84042
7/23/2001,7/21/2002,19560,84042
7/22/2000,7/22/2001,18630,84042
7/22/1999,7/21/2000,18090,84042
7/23/1998,7/22/1999,16450,84042
7/24/1997,7/22/1998,15230,84042
7/23/1996,7/23/1997,14100,84042
7/23/1995,7/22/1996,13690,84042
7/24/1994,7/23/1995,13290,84042
2/16/2013,  ,52440,83683
2/22/1991,2/21/1992,21520,83683
2/23/1990,2/21/1991,20500,83683
2/22/1989,2/22/1990,19520,83683
2/22/1988,2/21/1989,18950,83683
2/23/1987,2/22/1988,18400,83683
2/24/1986,2/22/1987,17520,83683
2/23/1985,2/23/1986,16690,83683
2/23/1984,2/22/1985,16200,83683
2/24/1983,2/23/1984,15730,83683
2/25/1982,2/23/1983,15270,83683
2/16/2012,2/15/2013,49940,83683
2/17/2011,2/16/2012,47560,83683
2/18/2010,2/16/2011,46170,83683
2/17/2009,2/17/2010,44830,83683
2/17/2008,2/16/2009,42700,83683
2/18/2007,2/17/2008,41460,83683
2/19/2006,2/17/2007,39490,83683
2/18/2005,2/18/2006,38340,83683
2/18/2004,2/17/2005,37220,83683
2/19/2003,2/18/2004,35450,83683
2/20/2002,2/18/2003,33760,83683
2/19/2001,2/19/2002,32150,83683
2/19/2000,2/18/2001,31210,83683
2/20/1999,2/19/2000,29720,83683
2/21/1998,2/19/1999,28850,83683
2/20/1997,2/20/1998,28010,83683
2/20/1996,2/19/1997,25940,83683
2/21/1995,2/20/1996,25180,83683
2/22/1994,2/20/1995,23980,83683
2/21/1993,2/21/1994,23280,83683
2/21/1992,2/20/1993,22170,83683
1/19/2014,  ,62100,83683
1/18/2013,1/18/2014,59140,83683
1/18/2012,1/17/2013,57420,83683
1/19/2011,1/18/2012,55750,83683
1/20/2010,1/18/2011,54130,83683
1/19/2009,1/19/2010,51550,83683
1/19/2008,1/18/2009,50050,83683
1/20/2007,1/19/2008,48590,83683
11/24/2013,  ,64000,83509
11/23/2012,11/23/2013,62140,83509
11/23/2011,11/22/2012,60330,83509
11/24/2010,11/23/2011,54850,83509
11/25/2009,11/23/2010,53250,83509
11/24/2008,11/24/2009,48410,83509
11/24/2007,11/23/2008,46100,83509
11/25/2006,11/24/2007,43900,83509
11/26/2005,11/24/2006,42620,83509
11/25/2004,11/25/2005,40590,83509
11/25/2003,11/24/2004,39410,83509
11/26/2002,11/25/2003,37530,83509
9/25/2013,  ,104780,84583
9/27/2005,9/25/2006,71710,84583
9/26/2004,9/26/2005,69620,84583
9/26/2003,9/25/2004,66300,84583
9/27/2002,9/26/2003,63140,84583
9/28/2001,9/26/2002,61300,84583
9/27/2000,9/27/2001,59510,84583
9/27/1999,9/26/2000,57780,84583
9/28/1998,9/27/1999,56100,84583
9/29/1997,9/27/1998,54470,84583
9/28/1996,9/28/1997,52880,84583
9/28/1995,9/27/1996,51340,84583
9/24/2012,9/24/2013,99790,84583
9/24/2011,9/23/2012,96880,84583
9/25/2010,9/24/2011,88070,84583
9/26/2009,9/24/2010,85500,84583
9/25/2008,9/25/2009,81430,84583
9/25/2007,9/24/2008,77550,84583
9/26/2006,9/25/2007,73860,84583
4/10/2013,  ,26000,84052
4/9/2012,4/9/2013,25240,84052
4/9/2011,4/8/2012,24500,84052
4/10/2010,4/9/2011,23330,84052
4/11/2009,4/9/2010,22220,84052
4/10/2008,4/10/2009,20200,84052
5/16/2013,  ,85050,83683
5/15/2012,5/15/2013,82570,83683
5/15/2011,5/14/2012,80170,83683
5/16/2010,5/15/2011,77830,83683
5/17/2009,5/15/2010,74120,83683
5/16/2008,5/16/2009,67380,83683
5/16/2007,5/15/2008,65420,83683
5/17/2006,5/16/2007,63510,83683
5/18/2005,5/16/2006,61660,83683
5/17/2004,5/17/2005,57090,83683
5/17/2003,5/16/2004,55430,83683
5/18/2002,5/17/2003,53820,83683
5/19/2001,5/17/2002,52250,83683
5/18/2000,5/18/2001,49760,83683
5/18/1999,5/17/2000,47390,83683
5/19/1998,5/18/1999,46010,83683
5/20/1997,5/18/1998,44670,83683
5/19/1996,5/19/1997,42540,83683
5/19/1995,5/18/1996,41300,83683
5/20/1994,5/19/1995,40100,83683
5/21/1993,5/19/1994,38930,83683
6/27/2013,  ,79200,84583
6/26/2012,6/26/2013,76890,84583
6/26/2011,6/25/2012,74650,84583
6/27/2010,6/26/2011,71100,84583
6/28/2009,6/26/2010,69030,84583
6/27/2008,6/27/2009,65740,84583
6/27/2007,6/26/2008,62610,84583
6/28/2006,6/27/2007,60790,84583
6/29/2005,6/27/2006,59020,84583
6/28/2004,6/28/2005,53650,84583
6/28/2003,6/27/2004,49680,84583
6/29/2002,6/28/2003,48230,84583
6/30/2001,6/28/2002,46830,84583
6/29/2000,6/29/2001,45470,84583
6/29/1999,6/28/2000,43300,84583
6/30/1998,6/29/1999,41240,84583
7/1/1997,6/29/1998,38190,84583
6/30/1996,6/30/1997,37080,84583
6/30/1995,6/29/1996,34330,84583
7/1/1994,6/30/1995,33330,84583
7/2/1993,6/30/1994,30300,84583
7/1/1992,7/1/1993,29420,84583
7/1/1991,6/30/1992,28020,84583
7/2/1990,7/1/1991,27200,84583
7/3/1989,7/1/1990,25900,84583
3/24/2013,  ,62000,83509
3/23/2012,3/23/2013,60190,83509
3/23/2011,3/22/2012,58440,83509
3/24/2010,3/23/2011,56740,83509
3/25/2009,3/23/2010,55090,83509
3/24/2008,3/24/2009,52470,83509
3/24/2007,3/23/2008,49970,83509
3/25/2006,3/24/2007,48510,83509
3/26/2005,3/24/2006,46200,83509
3/25/2004,3/25/2005,44850,83509
3/25/2003,3/24/2004,43540,83509
8/5/2013,  ,49800,84042
8/4/2012,8/4/2013,46110,84042
8/4/2011,8/3/2012,43910,84042
8/5/2010,8/4/2011,41820,84042
8/6/2009,8/4/2010,40600,84042
8/5/2008,8/5/2009,39420,84042
8/5/2007,8/4/2008,36500,84042
8/6/2006,8/5/2007,34760,84042
7/28/2013,  ,84150,83683
7/27/2012,7/27/2013,80140,83683
7/27/2011,7/26/2012,77810,83683
7/28/2010,7/27/2011,75540,83683
7/29/2009,7/27/2010,71940,83683
3/9/2012,3/9/2013,67710,83683
3/9/2011,3/8/2012,64490,83683
3/10/2010,3/9/2011,61420,83683
3/11/2009,3/9/2010,59630,83683
3/10/2008,3/10/2009,57890,83683
3/10/2007,3/9/2008,55130,83683
3/11/2006,3/10/2007,53520,83683
3/12/2005,3/10/2006,50970,83683
3/11/2004,3/11/2005,48540,83683
3/11/2003,3/10/2004,47130,83683
3/12/2002,3/11/2003,45760,83683
3/10/2013,  ,71100,83683
12/8/2013,  ,29750,83759
12/7/2012,12/7/2013,28330,83759
12/7/2011,12/6/2012,25750,83759
12/8/2010,12/7/2011,25000,83759
12/9/2009,12/7/2010,23810,83759
12/8/2008,12/8/2009,22050,83759
12/8/2007,12/7/2008,20420,83759
12/9/2006,12/8/2007,18910,83759
12/10/2005,12/8/2006,17190,83759
12/9/2004,12/9/2005,16690,83759
12/9/2003,12/8/2004,16200,83759
12/10/2002,12/9/2003,14730,83759
12/11/2001,12/9/2002,14300,83759
12/10/2000,12/10/2001,13880,83759
12/10/1999,12/9/2000,13480,83759
12/11/1998,12/10/1999,12840,83759
8/27/2013,  ,28250,84001
8/26/2012,8/26/2013,27430,84001
8/26/2011,8/25/2012,26120,84001
8/27/2010,8/26/2011,24880,84001
8/28/2009,8/26/2010,23700,84001
8/27/2008,8/27/2009,23010,84001
8/27/2007,8/26/2008,22340,84001
8/28/2006,8/27/2007,20690,84001
8/29/2005,8/27/2006,20090,84001
8/28/2004,8/28/2005,19500,84001
8/28/2003,8/27/2004,18570,84001
8/29/2002,8/28/2003,18030,84001
8/30/2001,8/28/2002,17500,84001
12/2/2013,  ,53100,84583
12/5/1995,12/4/1996,25760,84583
12/6/1994,12/5/1995,25010,84583
12/7/1993,12/5/1994,24280,84583
12/6/1992,12/6/1993,23120,84583
12/6/1991,12/5/1992,22450,84583
12/7/1990,12/6/1991,21380,84583
12/8/1989,12/6/1990,20760,84583
12/7/1988,12/7/1989,19220,84583
12/7/1987,12/6/1988,18660,84583
12/8/1986,12/7/1987,18120,84583
12/9/1985,12/7/1986,17590,84583
12/8/1984,12/8/1985,16750,84583
12/8/1983,12/7/1984,16260,84583
12/9/1982,12/8/1983,15790,84583
12/10/1981,12/8/1982,15040,84583
12/9/1980,12/9/1981,14600,84583
12/9/1979,12/8/1980,13900,84583
12/1/2012,12/1/2013,51550,84583
12/1/2011,11/30/2012,47730,84583
12/2/2010,12/1/2011,46340,84583
12/3/2009,12/1/2010,42910,84583
12/2/2008,12/2/2009,41660,84583
12/2/2007,12/1/2008,39680,84583
12/3/2006,12/2/2007,38520,84583
12/4/2005,12/2/2006,36690,84583
12/3/2004,12/3/2005,35620,84583
12/3/2003,12/2/2004,34580,84583
12/4/2002,12/3/2003,33570,84583
12/5/2001,12/3/2002,32590,84583
12/4/2000,12/4/2001,31040,84583
12/4/1999,12/3/2000,30140,84583
12/5/1998,12/4/1999,28700,84583
12/6/1997,12/4/1998,27860,84583
12/5/1996,12/5/1997,26530,84583
3/9/2013,  ,30500,84052
3/8/2012,3/8/2013,28240,84052
3/8/2011,3/7/2012,27420,84052
3/9/2010,3/8/2011,26620,84052
3/10/2009,3/8/2010,25350,84052
3/9/2008,3/9/2009,24140,84052
3/9/2007,3/8/2008,23440,84052
3/10/2006,3/9/2007,22320,84052
3/11/2005,3/9/2006,21670,84052
3/10/2004,3/10/2005,21040,84052
3/10/2003,3/9/2004,20430,84052
3/11/2002,3/10/2003,19830,84052
3/12/2001,3/10/2002,18890,84052
3/11/2000,3/11/2001,17990,84052
3/11/1999,3/10/2000,17470,84052
3/12/1998,3/11/1999,16180,84052
3/13/1997,3/11/1998,15710,84052
3/12/1996,3/12/1997,14960,84052
3/12/1995,3/11/1996,14250,84052
3/13/1994,3/12/1995,13830,84052
3/14/1993,3/12/1994,13430,84052
3/13/1992,3/13/1993,12440,84052
3/13/1991,3/12/1992,12080,84052
3/14/1990,3/13/1991,11500,84052
3/15/1989,3/13/1990,10950,84052
3/14/1988,3/14/1989,10630,84052
3/14/1987,3/13/1988,10320,84052
3/15/1986,3/14/1987,10020,84052
3/16/1985,3/14/1986,9280,84052
3/15/1984,3/15/1985,9010,84052
3/15/1983,3/14/1984,8750,84052
5/1/2013,  ,61000,83509
4/30/2012,4/30/2013,59220,83509
4/30/2011,4/29/2012,54830,83509
5/1/2010,4/30/2011,53230,83509
5/2/2009,4/30/2010,50700,83509
5/1/2008,5/1/2009,49220,83509
5/1/2007,4/30/2008,46880,83509
5/2/2006,5/1/2007,45510,83509
5/3/2005,5/1/2006,43340,83509
5/2/2004,5/2/2005,42080,83509
5/2/2003,5/1/2004,38960,83509
12/12/2013,  ,37000,84001
12/11/2012,12/11/2013,35920,84001
12/11/2011,12/10/2012,34870,84001
12/12/2010,12/11/2011,33850,84001
12/13/2009,12/11/2010,32860,84001
12/12/2008,12/12/2009,31300,84001
12/12/2007,12/11/2008,30390,84001
12/13/2006,12/12/2007,28940,84001
12/14/2005,12/12/2006,27560,84001
12/13/2004,12/13/2005,26250,84001
12/13/2003,12/12/2004,25000,84001
12/14/2002,12/13/2003,24270,84001
12/15/2001,12/13/2002,22470,84001
12/14/2000,12/14/2001,21400,84001
12/14/1999,12/13/2000,20780,84001
12/15/1998,12/14/1999,20170,84001
12/16/1997,12/14/1998,19580,84001
12/15/1996,12/15/1997,18650,84001
12/15/1995,12/14/1996,17760,84001
12/16/1994,12/15/1995,17240,84001
12/17/1993,12/15/1994,16420,84001
12/16/1992,12/16/1993,15640,84001
12/16/1991,12/15/1992,15180,84001
12/17/1990,12/16/1991,14740,84001
12/18/1989,12/16/1990,14040,84001
12/17/1988,12/17/1989,13630,84001
12/17/1987,12/16/1988,12620,84001
12/18/1986,12/17/1987,12250,84001
12/19/1985,12/17/1986,11670,84001
12/18/1984,12/18/1985,10810,84001
12/18/1983,12/17/1984,10500,84001
12/19/1982,12/18/1983,10190,84001
12/20/1981,12/18/1982,9440,84001
12/19/1980,12/19/1981,9170,84001
12/19/1979,12/18/1980,8340,84001
12/20/1978,12/19/1979,8100,84001
6/25/2013,  ,38000,83759
6/24/2012,6/24/2013,36890,83759
6/24/2011,6/23/2012,35820,83759
6/25/2010,6/24/2011,34780,83759
6/26/2009,6/24/2010,33770,83759
6/25/2008,6/25/2009,31270,83759
6/25/2007,6/24/2008,30360,83759
10/15/2013,  ,48750,83759
10/14/2012,10/14/2013,47330,83759
10/14/2011,10/13/2012,45080,83759
10/15/2010,10/14/2011,41740,83759
10/16/2009,10/14/2010,40520,83759
10/15/2008,10/15/2009,39340,83759
10/15/2007,10/14/2008,38190,83759
10/16/2006,10/15/2007,37080,83759
10/17/2005,10/15/2006,36000,83759
10/16/2004,10/16/2005,34290,83759
10/16/2003,10/15/2004,31170,83759
10/17/2002,10/16/2003,30260,83759
10/18/2001,10/16/2002,28820,83759
7/30/2013,  ,54600,84052
7/29/2012,7/29/2013,52000,84052
7/29/2011,7/28/2012,49520,84052
7/30/2010,7/29/2011,47160,84052
7/31/2009,7/29/2010,43670,84052
7/30/2008,7/30/2009,41590,84052
7/30/2007,7/29/2008,40380,84052
7/31/2006,7/30/2007,38460,84052
8/1/2005,7/30/2006,37340,84052
7/31/2004,7/31/2005,36250,84052
7/31/2003,7/30/2004,34520,84052
8/1/2002,7/31/2003,32880,84052
8/2/2001,7/31/2002,31310,84052
8/1/2000,8/1/2001,30400,84052
8/1/1999,7/31/2000,29510,84052
8/2/1998,8/1/1999,28650,84052
8/3/1997,8/1/1998,27820,84052
8/2/1996,8/2/1997,27010,84052
1/30/2013,  ,26500,84052
1/30/2012,1/29/2013,25730,84052
1/31/2011,1/30/2012,24980,84052
2/1/2010,1/30/2011,23130,84052
1/31/2009,1/31/2010,22460,84052
1/31/2008,1/30/2009,20800,84052
2/1/2007,1/31/2008,20190,84052
2/2/2006,1/31/2007,19230,84052
2/1/2005,2/1/2006,18670,84052
2/1/2004,1/31/2005,18130,84052
2/2/2003,2/1/2004,17600,84052
2/3/2002,2/1/2003,17090,84052
2/2/2001,2/2/2002,16280,84052
2/2/2000,2/1/2001,15500,84052
2/3/1999,2/2/2000,15050,84052
2/4/1998,2/2/1999,14610,84052
2/3/1997,2/3/1998,13910,84052
2/3/1996,2/2/1997,13250,84052
2/4/1995,2/3/1996,12620,84052
2/5/1994,2/3/1995,12250,84052
2/4/1993,2/4/1994,11890,84052
2/4/1992,2/3/1993,11010,84052
2/5/1991,2/4/1992,10490,84052
2/6/1990,2/4/1991,10180,84052
2/5/1989,2/5/1990,9880,84052
2/5/1988,2/4/1989,9410,84052
2/6/1987,2/5/1988,9140,84052
2/7/1986,2/5/1987,8870,84052
2/6/1985,2/6/1986,8060,84052
2/6/1984,2/5/1985,7460,84052
